,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving BandWidth(UL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
25,2022-08-10 19:16:00.100000,-108.635437,41.64798,-108.63544,41.64798,18:15:59,83.0,92.0,92.0,25.18,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-105.84,-10.78,-78.06,,,12.0,14.38,10.0,14.0,,,,,,TM4,13.0,,9.67,,,64QAM,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,,,3CA,,Band 66+Band 66+Band 13,,313.0,Band 66,66936.0,132472.0,10.0,10.0,-107.52,-10.03,-79.87,14.06,313.0,Band 13,5230.0,23230.0,10.0,10.0,-110.24,-29.23,-63.48,-8.15,,,,
26,2022-08-10 19:16:00.200000,-108.635406,41.647984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-111.66,-10.89,-83.34,,,19.97,10.75,15.0,0.0,2.0,50.0,50.0,0.0,0.0,TM4,4.0,,,,,,,,,,,,,,,28.57,,,,,,,,,,28.57,,,,,0.002,,0.002,,,3CA,,Band 66+Band 66+Band 13,,313.0,Band 66,66936.0,132472.0,10.0,10.0,-112.46,-9.48,-85.42,10.0,313.0,Band 13,5230.0,23230.0,10.0,10.0,-112.58,-29.44,-64.92,-8.27,0.002,0.002,132.0,132.0
27,2022-08-10 19:16:00.300000,-108.635376,41.647987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-115.75,-11.94,-86.77,,,19.7,6.92,5.5,11.0,,,,,,TM4,13.0,,,,10.67,,,64QAM,,3.15,,,,,,,,,,,,3.15,,,,,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,
28,2022-08-10 19:16:00.400000,-108.635345,41.647987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-118.13,-13.42,-87.64,,,22.43,4.77,5.0,9.0,,,,,,TM4,13.0,,3.0,,,QPSK,,,3.0,,,,,,0.0,15.38,,,,,3.0,,,,0.0,15.38,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,
29,2022-08-10 19:16:00.500000,-108.635315,41.647991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-119.26,-13.08,-88.97,,,22.5,4.14,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,
30,2022-08-10 19:16:00.600000,-108.635284,41.647995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-119.04,-14.01,-87.89,,,22.75,5.16,11.0,0.0,,,,,,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,
31,2022-08-10 19:16:00.700000,-108.635254,41.647999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-109.6,-13.78,-78.82,,,22.8,13.67,13.5,0.0,,,,,,TM4,4.0,,5.0,10.0,,QPSK,16QAM,,3.0,,,,,,0.0,25.0,,,,,3.0,,,,0.0,25.0,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,0.003,0.002,198.0,132.0
32,2022-08-10 19:16:00.800000,-108.635223,41.648003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-102.7,-9.96,-75.78,,,21.13,16.09,8.0,12.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,6.71,,,QPSK,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,
33,2022-08-10 19:16:00.900000,-108.635193,41.648003,,,,,,,,,,,1.0,42.0,296.0,31.0,3.0,17.0,305.0,26.0,4.0,0.0,0.0,29.0,10.0,30.0,115.0,31.0,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-104.11,-10.86,-76.13,,,17.0,16.25,9.0,14.0,,,,,,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,0.004,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,
34,2022-08-10 19:16:01.000000,-108.635162,41.648006,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,313.0,Band 66,66586.0,132122.0,10.0,,-103.96,-10.89,-76.04,,,17.67,16.48,9.5,14.5,,,,,,TM4,13.0,4x4,3.0,17.0,19.0,QPSK,64QAM,64QAM,4.5,2.0,0.08,0.08,0.02,0.03,0.0,,0.016,0.022,0.016,0.022,4.5,2.0,0.08,0.03,0.0,,0.016,0.022,0.016,0.022,,,,,,NonCA,NonCA,Band 66,0.0,,,,,,,,,,,,,,,,,,,,,,,,
35,2022-08-10 19:16:01.100000,-108.635132,41.64801,-108.63513,41.64801,18:16:00,83.0,92.0,92.0,26.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-104.1,-10.65,-76.46,,,15.5,16.17,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,
36,2022-08-10 19:16:01.200000,-108.635101,41.648014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-103.03,-11.43,-74.58,21.76,,15.17,17.2,11.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
37,2022-08-10 19:16:01.300000,-108.635071,41.648014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-102.62,-11.11,-74.52,,18.56,13.67,16.76,11.0,15.0,,,,,,TM4,13.0,,9.0,17.0,,64QAM,64QAM,,2.67,,,,,,0.0,,,,,,2.67,,,,0.0,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,
38,2022-08-10 19:16:01.400000,-108.63504,41.648018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-103.42,-10.86,-75.55,,,16.1,16.42,11.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,
39,2022-08-10 19:16:01.500000,-108.63501,41.648018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-104.14,-11.15,-76.0,,,15.22,16.2,11.0,15.0,,,,,,TM4,13.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,
40,2022-08-10 19:16:01.600000,-108.634979,41.648018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-104.5,-11.53,-75.97,,,14.29,16.01,10.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,8.5,17.0,20.0,64QAM,64QAM,64QAM,4.0,1.73,,,,,0.0,,,,,,4.0,1.73,,,0.0,,,,,,,,,0.005,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,
41,2022-08-10 19:16:01.700000,-108.634941,41.648022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-102.95,-11.47,-74.45,,,13.5,16.43,10.0,14.0,,,,,,TM4,13.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.022,0.006,0.021,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,0.013,0.01,805.0,651.0
42,2022-08-10 19:16:01.800000,-108.634911,41.648022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,Band 66,66586.0,132122.0,10.0,,-102.96,-10.69,-75.23,,,12.88,16.08,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,
